"Mobility trend; per stage, modes of travel, purposes of travel, age and sex"
"Sex: Total male and female"
"Margins: Value"
"";"";""
"";"";"Modes of travel";"Total";"Total";"Total";"Car as driver";"Car as driver";"Car as driver";"Car as passenger";"Car as passenger";"Car as passenger";"Train";"Train";"Train";"Bus/metro";"Bus/metro";"Bus/metro";"Bike";"Bike";"Bike";"Walking";"Walking";"Walking";"Other";"Other";"Other"
"";"";"Topic";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage";"Stages per person per day (average)";"Distance travelled per stage (average)";"Average travel time per stage"
"Periods";"Age";"Travel motives";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes";"number";"passenger's mileage";"Minutes"
"2011*";"60 to 64 years";"Leisure";"1.04";"15.21";"37.90";"0.30";"23.47";"31.89";"0.14";"29.60";"38.14";".";".";".";".";".";".";"0.24";"7.51";"41.76";"0.29";"2.53";"37.96";".";".";"."
"2011*";"60 to 64 years";"Other";"0.45";"15.11";"22.94";"0.22";"20.35";"25.81";"0.04";"23.65";"29.30";".";".";".";".";".";".";"0.08";"2.79";"14.89";"0.06";"0.97";"12.30";".";".";"."
"2015*";"Total";"Total";"3.03";"11.36";"24.14";"0.95";"18.04";"24.84";"0.34";"19.70";"27.62";"0.08";"48.27";"49.46";"0.12";"9.14";"26.43";"0.84";"3.58";"19.98";"0.60";"1.48";"21.69";"0.10";"18.21";"32.82"
"2015*";"Total";"Travel to/from work, (non)-daily commute";"0.61";"15.97";"24.78";"0.25";"24.23";"30.14";"0.02";"21.60";"29.40";"0.03";"41.11";"42.28";"0.04";"9.07";"24.86";"0.16";"3.92";"17.86";"0.07";"0.79";"9.32";"0.04";"21.43";"28.84"
"2015*";"Total";"Shopping, groceries, fun shopping.";"0.61";"5.14";"14.48";"0.21";"7.51";"14.79";"0.07";"10.94";"19.28";"0.00";"42.35";"46.38";"0.02";"7.02";"24.03";"0.18";"2.02";"11.95";"0.13";"0.85";"12.43";"0.01";"5.26";"15.85"
"2015*";"Total";"Attending education/courses";"0.29";"7.29";"18.38";"0.02";"25.26";"32.08";"0.02";"8.39";"16.78";"0.02";"38.97";"41.83";"0.03";"10.86";"27.46";"0.13";"3.17";"16.40";"0.06";"0.66";"8.18";"0.01";"13.16";"29.35"
"2015*";"Total";"Leisure";"1.07";"13.16";"32.70";"0.26";"21.44";"29.36";"0.18";"24.57";"32.53";"0.02";"63.64";"64.50";"0.03";"9.38";"29.20";"0.28";"5.04";"30.60";"0.28";"2.28";"34.72";"0.03";"19.24";"48.36"
"2015*";"Total";"Other";"0.45";"11.91";"19.68";"0.21";"16.07";"22.08";"0.05";"18.72";"25.57";"0.01";"61.53";"58.49";"0.01";"7.38";"25.16";"0.10";"2.25";"12.67";"0.06";"0.77";"10.06";"0.01";"21.00";"29.59"
"2015*";"18 to 24 years";"Total";"3.56";"11.73";"23.51";"0.75";"18.13";"25.85";"0.35";"21.13";"29.93";"0.25";"45.88";"47.28";"0.39";"9.80";"26.14";"0.93";"3.14";"17.50";"0.76";"1.14";"15.59";"0.13";"13.27";"28.72"
"2015*";"18 to 24 years";"Travel to/from work, (non)-daily commute";"0.79";"12.23";"21.87";"0.24";"20.59";"27.39";"0.04";"18.95";"28.05";".";".";".";"0.08";"9.12";"24.93";"0.22";"3.29";"16.29";"0.12";"0.70";"8.69";".";".";"."
